"","Insulation","Temperature","Num_Occupants","Avg_Age","Home_Size","predit"
"2550",3,75,9,36.1,2,155.101288909183
"2551",8,81,10,39.3,3,175.702460575714
"2552",5,53,4,60.3,5,239.322807768571
"2553",3,56,5,17.4,2,135.944977926957
"2554",4,73,7,56.8,7,217.254527953925
"2555",5,59,3,34.7,2,174.532768153477
"2556",3,48,7,32.1,7,187.121533328773
"2557",10,54,6,47.5,6,232.551593705328
"2558",3,39,6,51.1,2,216.712804817984
"2559",10,79,1,65.8,8,254.465661502497
"2560",7,66,6,33.2,2,171.338703395427
"2561",8,70,7,47.7,5,208.934418556783
"2562",5,44,8,58.1,4,238.580014291124
"2563",5,67,4,56.9,4,217.288536061996
"2564",7,87,6,68,4,227.823660462442
"2565",5,47,9,41.2,3,199.307463456144
"2566",6,90,6,40.8,3,165.246643442244
"2567",9,65,1,67.6,6,260.514582505366
"2568",10,38,9,57.4,8,271.468161603665
"2569",9,57,3,67.5,8,273.082523423463
"2570",2,47,5,24.2,5,163.330893375056
"2571",10,43,3,28.4,6,205.380577010335
"2572",3,46,1,59.6,3,231.849056357873
"2573",9,77,4,50.6,4,209.506674723744
"2574",2,62,7,57.4,7,221.352191688376
"2575",5,65,9,21.3,7,157.215058087439
"2576",8,50,8,66,4,258.86694343927
"2577",4,66,9,34.4,6,175.600302783721
"2578",6,54,10,52.9,8,235.132129453846
"2579",7,83,6,47.2,3,187.242876669378
"2580",3,85,7,70.2,1,210.802765218089
"2581",8,63,8,42.2,8,213.457491263324
"2582",3,73,10,57.8,6,211.916443735101
"2583",8,54,7,71.2,6,272.221457835657
"2584",4,56,5,18.1,3,143.818073966244
"2585",7,46,4,43,6,221.226213415289
"2586",2,53,6,22.5,6,157.671991128662
"2587",3,62,5,55.9,3,209.580859427425
"2588",4,63,6,32.6,3,165.963962267313
"2589",5,75,3,46.4,4,189.957000810861
"2590",8,52,6,27.5,4,181.981069031737
"2591",4,78,4,28.5,4,148.564628750864
"2592",2,72,10,27.1,6,149.110288871634
"2593",7,50,3,62.9,5,253.963701310794
"2594",6,53,8,55.9,2,223.408364823667
"2595",4,48,5,27.9,1,163.699476628179
"2596",3,47,2,70.2,7,264.233864946464
"2597",8,79,5,33.6,8,183.439504646122
"2598",3,78,2,45.4,2,172.656311492417
"2599",7,69,9,41.2,1,180.477066917324
"2600",10,75,4,56,5,228.358963591746
"2601",6,71,9,39.9,2,176.027645647473
"2602",2,89,6,16.2,6,113.969955434025
"2603",3,79,2,17.8,6,130.215886951449
"2604",2,42,8,56.9,4,227.984345808383
"2605",3,52,2,35.4,7,191.473811586391
"2606",5,87,8,66.8,7,227.790263600523
"2607",8,69,5,23.1,5,161.983176703592
"2608",8,65,2,60.5,1,227.10526227814
"2609",3,46,8,24,3,159.983276102087
"2610",2,52,6,39.2,4,185.028035140914
"2611",4,51,2,29.9,2,168.9997132773
"2612",10,70,6,23.5,1,155.595606601944
"2613",6,60,4,56.7,4,226.310380113308
"2614",4,65,3,59.1,2,213.953611954657
"2615",8,62,1,62.6,1,234.112218406208
"2616",5,48,2,66.2,2,246.294150939392
"2617",10,40,6,48,7,248.884997440709
"2618",2,67,4,57,2,201.165554224479
"2619",4,57,6,29.2,6,174.014280937327
"2620",10,49,7,18.1,6,178.837266315553
"2621",6,47,10,51.6,6,232.323040960752
"2622",7,46,2,68.4,7,274.867380998908
"2623",3,76,4,26.4,1,133.336224858559
"2624",9,54,3,54.9,2,231.893958289919
"2625",7,78,10,64.8,8,240.972599885221
"2626",10,79,4,37,2,178.01420946791
"2627",8,56,4,46.4,4,216.193209040714
"2628",7,55,5,47.2,3,211.869806588402
"2629",5,67,10,41.5,8,198.087248270865
"2630",2,63,7,68.3,2,226.052115010732
"2631",4,55,4,35,8,194.036809272541
"2632",4,82,10,34.4,8,167.755523135288
"2633",10,73,4,26.7,3,166.157374222757
"2634",4,52,7,19.6,8,165.566140851823
"2635",5,78,8,25.1,7,153.645061678173
"2636",7,83,2,29.1,1,146.394412553594
"2637",4,57,1,29.3,6,175.555656425808
"2638",5,38,1,57.2,8,256.599095572042
"2639",3,51,4,19.8,3,148.453043988263
"2640",3,65,10,33.5,5,167.935012210364
"2641",7,56,10,26.6,8,185.016813894073
"2642",2,51,1,63.9,6,242.141444875413
"2643",6,75,4,45.7,3,188.465975147972
"2644",10,47,8,40.7,2,212.049576921853
"2645",3,67,2,52.4,4,202.329250014398
"2646",10,80,3,72.3,2,246.806564618847
"2647",5,58,9,25,8,173.749581968511
"2648",5,90,1,59.6,7,212.909313244204
"2649",7,70,7,41.1,6,195.806024697736
"2650",5,40,7,51.9,1,220.626090998263
"2651",2,76,1,67.5,3,217.955666231932
"2652",8,42,7,65.4,5,268.087342498649
"2653",7,82,5,42.5,4,182.313935119373
"2654",7,70,5,62.4,7,241.387344460011
"2655",9,39,5,45.8,2,226.516023343129
"2656",7,89,4,70.1,5,233.92144754003
"2657",6,50,2,23.1,5,172.667647142739
"2658",8,69,1,27.6,5,171.905186209094
"2659",7,67,10,55,2,212.247741397882
"2660",9,90,4,28.4,3,151.384979572645
"2661",4,69,1,67.9,7,244.168554333564
"2662",3,81,9,53.7,5,193.994624463025
"2663",2,55,6,69.1,5,244.367677005426
"2664",2,79,4,42.9,6,175.694450045055
"2665",6,58,7,69.5,6,258.748830406758
"2666",9,56,2,49.9,5,230.108508930737
"2667",7,72,5,32.5,2,165.012025336141
"2668",3,87,1,72.7,7,234.620263421855
"2669",2,43,4,63.7,1,232.043276153644
"2670",3,40,8,69.3,4,257.425840580519
"2671",2,87,10,27.4,6,136.65112071694
"2672",6,43,2,46.8,1,212.660952417614
"2673",8,50,9,62.5,1,242.20309711093
"2674",10,67,5,16.2,3,150.466907013983
"2675",8,83,10,43.8,4,185.98028981988
"2676",2,87,5,17.4,8,124.680768910139
"2677",10,53,4,71.8,2,269.042741192106
"2678",2,55,4,68.2,4,239.964849763131
"2679",5,73,3,50.2,6,205.509978528771
"2680",4,78,8,21.5,1,124.213548225673
"2681",3,90,9,71.6,8,230.867922355958
"2682",5,85,7,21.4,7,140.551006452365
"2683",2,47,10,20,1,141.043630511616
"2684",4,61,10,44.6,6,199.732310448873
"2685",2,78,3,56.9,8,210.697787714947
"2686",10,60,1,56.3,6,245.976007860499
"2687",5,85,4,44.3,3,173.689042006348
"2688",3,84,5,52.1,1,176.62933088654
"2689",4,53,8,25.7,3,160.561186006721
"2690",7,90,8,34.1,3,154.863269650153
"2691",9,89,4,33.7,8,178.531284227305
"2692",8,50,4,37,4,202.93409879477
"2693",9,72,4,23.6,1,151.264736135917
"2694",8,50,7,21.1,7,180.385269144922
"2695",10,44,7,29.1,8,211.153905757805
"2696",7,71,7,53.3,3,209.404529301228
"2697",2,80,3,46.6,4,176.023982698586
"2698",5,86,10,29.8,4,145.872531896469
"2699",3,61,1,50,1,193.585284662641
"2700",2,49,1,69.1,7,257.275055863428
"2701",10,79,9,36.3,7,191.150893496372
"2702",8,64,1,16.1,3,147.304913907432
"2703",9,77,9,72.5,1,241.698733489455
"2704",8,59,2,52.3,5,228.89117143596
"2705",2,70,5,71.5,4,233.134172466951
"2706",6,78,4,61.2,1,209.983329145481
"2707",6,61,8,66.5,4,243.629619614271
"2708",4,39,1,15.8,5,161.504318963901
"2709",6,64,6,49.7,7,218.046566287666
"2710",9,47,4,28.1,1,181.859099102694
"2711",8,74,6,54.6,1,206.601761743793
"2712",2,63,3,64.1,5,228.386050267862
"2713",4,89,1,59.7,1,191.621248537481
"2714",5,51,7,16.4,3,147.613420588851
"2715",9,72,5,47,7,216.02494377739
"2716",8,86,3,69.5,1,226.260174023277
"2717",9,65,10,60.9,7,248.094492662025
"2718",3,54,10,65.1,5,239.624017883598
"2719",2,54,10,26.8,8,170.52225942658
"2720",8,51,1,63,1,244.46774797556
"2721",9,83,6,19.7,7,152.519990466997
"2722",3,82,3,65.5,8,227.449614381385
"2723",10,85,3,36.7,7,188.331407467359
"2724",7,82,2,31.4,8,173.986287359688
"2725",9,80,5,27.2,3,157.456316367122
"2726",5,65,10,69.9,5,246.141763474819
"2727",5,71,6,42.9,5,188.920986667009
"2728",7,80,3,63.9,6,233.003201506528
"2729",6,66,8,54.5,8,228.376222960649
"2730",2,71,1,20.5,2,126.740416585091
"2731",8,77,7,63.1,2,223.603970847114
"2732",5,60,5,41.5,8,205.521534893208
"2733",6,46,3,20,5,169.784367260921
"2734",3,56,8,72.5,1,240.283083190661
"2735",5,44,7,44.4,4,211.917286435446
"2736",9,39,3,32.3,7,216.372967004689
"2737",3,62,5,60.3,4,221.40196209971
"2738",7,71,9,60.3,7,235.313367113659
"2739",3,71,1,43.6,5,184.990822937306
"2740",9,64,8,36.5,6,198.364904228788
"2741",7,74,4,32.9,5,173.841985302632
"2742",7,71,2,24.9,4,158.091643237067
"2743",9,60,7,62.2,7,255.806568172678
"2744",6,65,10,39.2,8,198.631239878673
"2745",6,44,10,52.3,8,242.651914940259
"2746",6,58,8,71.7,2,250.118628478223
"2747",6,86,3,38.9,4,168.969688366421
"2748",7,39,5,15.1,4,165.857446143691
"2749",3,48,10,27.1,5,170.142554542428
"2750",4,85,2,35.3,4,156.380605980723
"2751",9,59,5,58.3,6,246.376218846159
"2752",9,44,9,40.8,8,230.290527191411
"2753",5,43,3,71,2,259.810749278873
"2754",3,40,10,48.4,1,206.287827658154
"2755",10,70,3,56.9,5,234.746794951962
"2756",9,79,5,53.1,3,209.24089234066
"2757",9,52,2,51.3,6,239.511872142243
"2758",6,63,2,59.5,1,220.228271675387
"2759",3,44,4,35.3,1,178.669673397258
"2760",6,65,4,41.1,1,181.779474690413
"2761",8,80,1,15.3,7,144.499459569235
"2762",4,57,3,54.4,3,214.845204425833
"2763",3,84,9,41.5,3,161.05886025292
"2764",8,80,6,27.4,8,170.112555779009
"2765",7,48,2,33.4,7,204.323946953922
"2766",4,69,6,15,3,126.146025884898
"2767",5,73,5,60.3,8,231.169827843948
"2768",8,68,3,69.7,4,251.826562737523
"2769",7,72,9,21.4,1,138.944116766415
"2770",8,51,7,41.9,8,223.575835561431
"2771",9,52,4,56.3,7,251.974547205882
"2772",3,82,5,17.3,5,122.644809868122
"2773",5,43,6,28,3,177.645271569678
"2774",3,49,6,63.1,8,250.632387238412
"2775",5,65,2,51.2,3,205.189644501402
"2776",6,45,1,40.5,8,221.005981107719
"2777",4,52,7,39.6,2,185.853412357222
"2778",4,87,6,70.3,3,219.196984905269
"2779",9,85,6,51.4,4,203.581990094266
"2780",10,65,2,41.6,1,196.602358781548
"2781",2,77,9,52.4,7,197.936278328469
"2782",6,76,1,50.1,5,203.395536468093
"2783",10,81,8,55.6,3,214.934216883889
"2784",10,62,8,41.7,8,219.995539676836
"2785",6,90,7,46.5,3,176.182838963593
"2786",2,72,8,39.5,4,167.681311746757
"2787",6,86,10,69.7,6,233.977146262371
"2788",7,84,8,40.2,6,181.588845467182
"2789",3,87,3,21.7,6,130.654192368384
"2790",5,54,9,60.7,6,241.06592289824
"2791",4,56,2,70.5,8,263.491286498697
"2792",8,38,4,25,1,180.268901121851
"2793",10,73,8,17.2,6,155.920811673511
"2794",9,82,4,40.3,3,181.737616749148
"2795",10,69,5,68.1,6,260.267460115854
"2796",7,50,4,30.4,1,177.119665382108
"2797",4,53,9,61.7,3,231.06162274434
"2798",9,61,6,25.7,8,186.624805511419
"2799",10,57,2,35.3,2,194.348644785857
"2800",2,74,5,63.4,7,223.245877979059
"2801",8,65,9,71.7,5,259.925735731792
"2802",9,50,8,58.7,4,247.841997255825
"2803",9,72,4,58.8,6,236.319027848982
"2804",5,64,2,45.4,8,210.51538554218
"2805",7,56,4,16.6,7,163.800891188921
"2806",6,51,1,68.3,3,254.578566280601
"2807",10,80,4,62.1,2,226.486277125718
"2808",10,58,6,35.8,7,209.243339890181
"2809",4,78,3,18.6,5,132.543513642396
"2810",6,47,10,22.4,2,162.235158386837
"2811",10,68,9,41,1,190.930374865004
"2812",3,89,8,49.6,6,182.415824967756
"2813",7,76,1,62.5,1,218.411136604318
"2814",9,87,7,68,6,240.548750615648
"2815",2,77,9,60.7,1,195.223496294913
"2816",7,51,7,42.7,4,209.13693466962
"2817",3,38,10,64.5,7,258.70638839371
"2818",2,53,6,50,7,214.903455916321
"2819",7,71,1,23.1,3,151.650622340299
"2820",9,44,10,53.4,4,242.104817297503
"2821",3,70,1,69,1,223.106451086333
"2822",9,58,4,39.6,2,198.06829626906
"2823",10,64,1,32.9,8,202.8392103948
"2824",10,78,4,56.5,8,236.246618904407
"2825",3,48,5,31.3,5,179.743777852253
"2826",4,69,5,22.9,4,145.116445220311
"2827",2,44,7,29,7,181.181697642185
"2828",7,55,6,25.3,2,165.377955667913
"2829",10,57,1,31.5,5,196.662030359123
"2830",3,83,1,27.5,8,152.416575785896
"2831",7,69,3,64.5,1,227.89434494222
"2832",8,61,6,19.4,7,167.743136838101
"2833",3,64,7,35.7,3,167.593592667227
"2834",5,66,2,33,1,162.198836122848
"2835",4,51,2,36.8,7,198.421396857677
"2836",6,43,4,71.8,3,267.611468205478
"2837",10,79,8,62.6,1,224.091767981916
"2838",2,90,2,59.3,4,192.559536134707
"2839",10,85,1,61.6,5,231.475137114871
"2840",3,79,5,22.6,8,145.187949828272
"2841",2,55,9,67.7,6,243.98016743474
"2842",4,82,9,17.8,5,125.877397643206
"2843",4,79,7,44.4,8,190.830347477227
"2844",8,86,3,44.2,6,192.382564957981
"2845",7,87,1,61.4,3,213.022555232519
"2846",3,45,9,46.5,8,220.672666508693
"2847",3,46,6,35.9,7,196.600450036737
"2848",9,60,2,49.3,4,222.277798952664
"2849",8,67,2,26.9,1,159.313971391662
"2850",10,56,8,46,3,217.810566611412
"2851",5,48,3,55.6,1,222.016026941142
"2852",6,49,1,49.2,3,218.771325414689
"2853",10,54,9,37.3,1,195.835839236459
"2854",9,82,6,47.8,2,192.771813390457
"2855",8,73,1,59.9,6,235.092860232755
"2856",7,69,9,53,6,219.531251552478
"2857",4,76,8,70.9,2,226.236250360854
"2858",5,68,7,67.3,2,229.713204478086
"2859",2,67,10,19.6,6,138.716302513944
"2860",5,78,4,23.8,8,155.33684512969
"2861",2,58,1,64.8,2,225.135147421369
"2862",4,63,4,61.2,8,238.581782338278
"2863",6,82,5,43,2,173.628309041831
"2864",9,80,8,38,4,181.051768606288
"2865",10,64,6,62.2,7,255.921331346573
"2866",10,45,7,51.6,1,232.314281188131
"2867",8,84,8,73,7,252.564652497963
"2868",7,38,7,47.7,6,236.618095190316
"2869",5,75,2,62.8,2,216.122331086288
"2870",5,79,8,68.8,1,219.652257682873
"2871",6,90,1,34.3,7,166.499669308519
"2872",7,61,3,55,8,238.37907734322
"2873",8,83,10,41.9,3,179.073728502073
"2874",5,48,4,34.9,7,200.083725089628
"2875",9,41,3,32.3,5,208.290092145584
"2876",6,41,1,41.5,6,220.108488037298
"2877",9,49,4,72.9,4,277.702354757849
"2878",2,77,1,55.5,4,196.667450077694
"2879",6,41,4,19.8,4,170.300373003042
"2880",10,56,2,58.4,4,246.971954219188
"2881",10,40,8,21.2,6,192.491686698583
"2882",7,54,5,46.4,3,211.167080896118
"2883",10,85,4,29.9,8,177.866406104723
"2884",10,73,7,18.6,4,152.598893822072
"2885",5,67,4,48.8,1,191.850892408277
"2886",4,62,2,44,8,206.177582894341
"2887",7,82,10,42.9,4,181.755467901787
"2888",8,79,8,69.6,8,253.40202385002
"2889",6,59,2,34.4,8,196.566555859851
"2890",10,52,8,67.7,8,279.806045174892
"2891",10,81,1,18.7,5,150.621317636628
"2892",7,84,3,67.3,6,236.207267584023
"2893",6,51,9,20.7,5,165.197048533269
"2894",6,88,3,61.2,8,223.75358171968
"2895",10,43,10,44.2,3,225.0432373374
"2896",8,80,8,31.3,1,155.040753539447
"2897",5,85,6,42.1,5,175.169347857494
"2898",2,39,1,16.6,6,159.597452942479
"2899",3,64,7,28.5,7,166.125753119946
"2900",2,46,8,18.8,2,143.26400562474
"2901",3,67,3,61.1,6,225.505914937927
"2902",4,67,2,33.5,2,162.157812169368
"2903",6,64,2,22.5,1,146.623132087968
"2904",6,49,6,32,8,199.472036503598
"2905",8,48,5,35.7,8,214.535473159494
"2906",4,80,3,46.5,6,188.821449964474
"2907",10,73,8,62.9,7,248.930137521768
"2908",7,75,1,24.9,1,145.366362174121
"2909",7,54,4,61,1,233.793941396321
"2910",9,83,5,70.5,6,249.480919668441
"2911",10,85,9,15.8,6,142.460579254359
"2912",10,47,6,41.7,2,214.553310997365
"2913",6,42,10,17.6,4,163.491896468791
"2914",4,49,2,25,4,167.450087081628
"2915",10,79,9,71.2,5,253.414871028074
"2916",4,83,4,46.4,2,173.060087366373
"2917",8,72,5,30.3,4,170.355763292638
"2918",6,89,1,40.8,4,170.632874706099
"2919",5,77,2,29.6,4,155.460386593333
"2920",7,68,8,69.5,4,246.763091023233
"2921",6,73,1,31.7,2,160.319765057372
"2922",2,67,2,42.6,2,173.395713556408
"2923",3,87,9,36.5,5,154.963014697326
"2924",9,56,5,43.8,2,207.795622060019
"2925",6,85,8,37.9,5,169.70051541988
"2926",3,86,10,63.6,6,212.009121642556
"2927",4,72,7,22.8,7,151.286693074176
"2928",2,74,5,37.2,8,174.912994472536
"2929",10,65,10,53,1,216.860997223083
"2930",9,48,4,58.5,8,262.950563650821
"2931",8,41,5,38.2,2,206.51044797159
"2932",6,62,6,28.6,6,175.136182449768
"2933",7,57,3,39.2,1,188.59831692869
"2934",10,66,7,47.5,7,225.015014333086
"2935",2,68,10,70.6,5,234.931508715737
"2936",3,82,2,24.8,4,135.023800343733
"2937",6,67,1,18.3,2,139.197388644264
"2938",10,42,6,26.6,6,201.905158475678
"2939",5,39,1,60.8,1,240.605538362515
"2940",3,90,10,65.2,4,205.33169816802
"2941",3,48,10,43.8,3,196.628671013532
"2942",8,81,9,67.4,2,228.0393542785
"2943",2,65,8,70.7,5,238.275790527084
"2944",7,88,5,52.1,5,199.137718562079
"2945",2,53,10,43.7,4,191.928446970384
"2946",7,38,5,22.8,2,175.521141279824
"2947",5,61,5,34.9,7,188.505708287835
"2948",2,69,7,17.1,7,136.040292266154
"2949",2,75,10,68.9,6,228.671637695055
"2950",4,52,7,27.1,3,164.452215473237
"2951",6,86,1,36.4,1,155.078534880453
"2952",7,59,3,70.1,1,247.602192987737
"2953",4,86,5,42.7,5,172.422354436651
"2954",2,55,3,57.3,6,225.149428001276
"2955",8,65,3,16.1,5,152.24008860937
"2956",2,82,7,55.4,2,184.164458339801
"2957",6,68,1,55.4,4,217.602274580372
"2958",7,53,1,25.3,7,184.320154026531
"2959",3,48,5,34.7,5,186.427554094343
"2960",8,88,5,66.4,4,227.402899792917
"2961",9,85,8,48,1,186.845766653245
"2962",2,41,9,36.3,5,191.261003710178
"2963",9,41,1,19.2,5,183.075812981842
"2964",2,65,3,47.2,2,183.909365964084
"2965",6,39,6,58.6,1,238.261462707902
"2966",9,62,9,48.8,1,208.157794566237
"2967",6,57,7,25.9,7,177.080666614219
"2968",7,68,5,70.5,5,252.707293754009
"2969",6,39,7,53.9,2,231.924676083027
"2970",6,60,2,62,8,249.953164872137
"2971",4,61,1,25,3,154.108405466301
"2972",8,46,5,26.6,3,182.528848269474
"2973",2,84,2,17.6,7,125.319081254121
"2974",7,87,6,15.8,8,137.894076534561
"2975",4,63,8,15.8,8,148.25787627352
"2976",8,75,2,52.9,2,206.637291037445
"2977",7,52,5,30.1,1,174.521106570413
"2978",4,56,10,68.8,3,242.14017880075
"2979",7,58,6,73,3,259.709131976306
"2980",4,89,7,29.7,3,137.376019459392
"2981",9,52,10,23.2,5,178.949247294626
"2982",3,50,8,71,4,252.068453290077
"2983",8,39,5,20.2,5,182.380134966859
"2984",10,83,1,51.8,7,220.293009864423
"2985",3,85,3,33.8,8,162.523447383161
"2986",9,86,8,44.3,6,194.559867349487
"2987",9,38,1,52.1,6,253.532469718619
"2988",7,82,7,61.5,1,209.612002214472
"2989",9,65,8,68,1,243.56064831204
"2990",5,38,10,41.8,7,220.733382038311
"2991",5,63,9,17.1,1,131.669424363792
"2992",10,80,10,70.9,1,239.000200203913
"2993",10,45,8,15.9,4,171.380201544539
"2994",6,83,3,37.9,8,182.299694001691
"2995",5,77,8,28.8,5,155.445490647141
"2996",9,68,8,28.1,6,178.372335113148
"2997",7,80,2,17,3,131.560834798175
"2998",2,82,9,72.7,1,214.463657090663
"2999",3,67,4,72.3,4,240.91108166232
"3000",9,62,3,54.1,5,232.876414392507
"3001",3,57,1,32.7,5,175.742408207865
"3002",10,65,8,71.4,3,259.912958902567
"3003",4,43,6,58.2,7,246.373456113754
"3004",4,81,3,60.8,8,222.405718747745
"3005",6,72,3,50.9,7,214.253002109207
"3006",10,67,4,68.6,7,266.430692124311
"3007",8,90,2,28.6,8,164.848095285113
"3008",6,80,6,29.8,3,152.321936894029
"3009",4,72,5,35.1,3,163.318114518313
"3010",5,56,3,46.4,8,219.171663646301
"3011",10,46,5,35.4,4,209.650572868898
"3012",10,78,2,57.6,3,223.08938519208
"3013",10,76,8,70.7,4,252.139194259081
"3014",3,71,5,25.2,1,135.057923947293
"3015",9,57,5,65.2,8,268.023227843622
"3016",6,57,8,33.6,4,182.433965553938
"3017",3,74,2,52.3,8,208.729215125793
"3018",10,66,4,22.6,3,164.187019189455
"3019",3,73,5,55,3,198.242421587177
"3020",9,69,4,63.7,2,235.875271973589
"3021",7,41,4,32.6,6,205.131359086405
"3022",9,86,2,19.9,3,138.693166665736
"3023",2,67,3,56,7,215.326245891567
"3024",4,51,6,53.8,6,227.59293311228
"3025",6,84,10,51.5,4,193.596120507263
"3026",6,78,6,61.6,1,210.231738228476
"3027",7,55,7,22.5,5,169.119240249248
"3028",5,64,2,53.5,1,204.237930311862
"3029",10,63,1,56.5,4,237.416368768604
"3030",10,79,1,58.7,8,240.50836405578
"3031",10,89,10,60,1,209.743452028052
"3032",7,39,5,18.4,8,185.030680285216
"3033",8,39,6,19,5,179.752196349849
"3034",6,57,2,40,7,206.143473687775
"3035",6,57,4,67.9,2,244.594288228008
"3036",7,70,2,63,7,243.373710685667
"3037",3,83,5,37.5,2,151.969846805943
"3038",7,79,6,27.3,3,151.60283765233
"3039",8,42,3,42.9,6,228.103815264195
"3040",8,69,1,48.4,1,200.108130724734
"3041",7,87,4,38.1,4,169.583663396609
"3042",4,51,4,49.8,1,204.410035036818
"3043",4,65,2,15.9,6,141.985335669757
"3044",8,85,4,57.2,2,205.853109221938
"3045",2,90,6,53.1,4,179.29563850816
"3046",4,46,1,58,6,241.543794127848
"3047",5,71,8,45.2,8,202.418976844618
"3048",3,58,8,44.8,6,199.947659342768
"3049",4,89,1,49.9,3,178.699266204735
"3050",5,66,8,40.1,2,177.713890856805
"3051",9,40,7,53,6,251.94809692277
"3052",8,81,8,40.5,4,181.770867847987
"3053",6,63,5,15.9,7,152.740853483136
"3054",7,86,5,42.7,1,169.712858597925
"3055",9,56,4,72.9,2,265.269842193001
"3056",2,70,6,62.6,4,215.369446478149
"3057",9,42,4,58,2,248.158161296395
"3058",6,40,2,67.1,2,258.348320727823
"3059",2,80,10,29.1,1,130.224952184008
"3060",5,39,9,35.9,2,192.676546225437
"3061",10,84,7,48.2,5,204.389370394856
"3062",8,86,2,61.2,4,219.727385158482
"3063",4,77,9,55.6,1,191.848861075038
"3064",3,68,6,41.4,6,185.102525222913
"3065",10,86,7,36.7,8,189.557154747172
"3066",8,86,1,15,2,122.832599917787
"3067",8,72,5,44.5,2,191.927338409264
"3068",3,47,5,35.4,3,182.330533437938
"3069",7,64,3,39,1,182.11566083229
"3070",4,51,9,59.6,2,225.501753200472
"3071",9,48,1,30,7,204.560158621952
"3072",2,61,10,47.6,5,195.807221042583
"3073",6,39,9,71.7,4,272.721312769995
"3074",6,90,5,31.3,7,159.526384615704
"3075",5,45,5,55.5,7,242.920369707111
"3076",6,52,7,49.9,8,231.781411211352
"3077",3,71,4,17.6,8,142.587246215367
"3078",10,46,10,41.1,6,225.853953099612
"3079",8,85,2,63.6,2,218.972252623122
"3080",7,90,7,70.6,6,236.399061857599
"3081",3,79,4,15.7,6,125.549754679967
"3082",9,70,10,48.8,3,207.272435246994
"3083",6,66,3,33.4,8,188.242287763159
"3084",9,45,6,56.1,1,238.103899821421
"3085",9,56,2,68.2,4,262.911441757111
"3086",6,49,9,32.4,1,177.250917600907
"3087",6,42,7,48.8,7,235.146778538465
"3088",9,74,7,59.4,6,234.951786391178
"3089",8,87,4,50.1,3,193.327466581328
"3090",8,55,5,61,3,242.323589436749
"3091",5,54,5,49,8,225.484724203534
"3092",7,48,3,27.1,2,175.812794531759
"3093",10,45,5,51,3,238.015728573584
"3094",8,72,1,68.6,8,259.408411464294
"3095",4,65,3,59.9,7,231.383814630109
"3096",7,56,9,51.6,3,218.573636763692
"3097",5,61,9,53.9,2,208.922838072405
"3098",3,58,9,36.6,2,170.872965379606
"3099",7,45,10,61.1,2,243.377628208079
"3100",2,62,6,58.3,1,204.361326012426
"3101",9,79,2,66.2,3,235.799965338705
"3102",5,53,9,20.7,6,163.303188767745
"3103",4,53,10,47.8,1,197.124794269776
"3104",9,61,10,32,6,191.590594880453
"3105",10,53,3,54,8,253.349224845507
"3106",4,46,5,63.4,7,254.254878274482
"3107",6,41,9,48.1,8,237.274226855043
"3108",6,71,10,20.1,1,133.664009464745
"3109",5,89,8,26,6,142.673583724745
"3110",4,79,4,66.7,3,219.617383217731
"3111",4,58,10,62.9,8,244.659555563903
"3112",3,77,9,34,1,146.06170920072
"3113",9,85,8,62.8,6,231.797400913771
"3114",10,77,2,31,3,171.668592721585
"3115",10,57,10,16,3,157.428225282809
"3116",8,55,6,54.4,4,232.251751382471
"3117",9,56,10,40.3,8,218.59952965987
"3118",5,66,8,15.8,2,129.944548891282
"3119",9,81,9,21.4,4,147.280327704547
"3120",2,64,1,71.1,1,229.128716499357
"3121",2,76,7,71.1,4,226.590363069621
"3122",7,46,9,44.4,1,206.776013297476
"3123",6,90,2,64.9,1,207.355637390044
"3124",9,40,6,45.2,3,227.369156998449
"3125",6,85,2,61.2,2,207.603263779564
"3126",9,86,3,38.4,6,184.306343587222
"3127",3,82,2,55.9,7,205.675224458647
"3128",6,81,6,25.3,1,136.262815138013
"3129",7,81,2,64.3,5,230.017049460552
"3130",6,63,7,60.6,3,227.388895813863
"3131",3,43,5,43.3,1,194.997174505875
"3132",6,77,1,27.1,4,154.140318577346
"3133",7,47,3,43.5,8,227.951172688704
"3134",6,49,1,61.4,3,242.75428722454
"3135",10,67,8,34.9,2,183.249290156491
"3136",9,50,2,37.7,6,214.516622256182
"3137",6,85,8,37.8,4,166.332423877297
"3138",6,51,8,30.7,2,175.609643052829
"3139",2,77,7,24.7,1,124.992018324155
"3140",3,86,7,61.5,5,205.516273316973
"3141",5,57,7,69.1,3,245.992387094349
"3142",9,78,10,50.5,2,200.483393150446
"3143",3,40,6,70.1,4,259.536411347673
"3144",9,52,9,25.7,6,187.304257304368
"3145",8,39,3,18.5,1,166.89012482592
"3146",8,46,10,21.9,6,181.459246353964
"3147",10,56,9,28.2,7,195.236112954284
"3148",2,50,10,53.5,2,207.460211926575
"3149",9,71,10,60,2,225.248143085502
"3150",7,43,1,66.9,2,258.939848134509
"3151",2,72,3,48.5,6,193.061474233986
"3152",2,88,10,52.3,6,184.73002506639
"3153",6,60,5,37.3,8,200.590619989316
"3154",5,49,8,60.8,4,239.538081248216
"3155",10,69,7,70.1,4,257.318155888908
"3156",8,50,8,20.3,6,175.372147256224
"3157",5,75,10,33.6,6,169.254857484719
"3158",5,89,2,62.3,4,209.303457016118
"3159",4,42,2,27,1,167.95668328804
"3160",10,74,8,24.1,7,171.786528159125
"3161",4,67,5,58.3,2,210.103186105206
"3162",10,66,2,64.9,2,244.707466552535
